,textblob_polarity,textblob_polarity,textblob_subjectivity,textblob_subjectivity,nltk_si_compound,nltk_si_compound,nltk_si_pos,nltk_si_neg,nltk_si_neu,Complaint
2016-03-07,0.0167,,0.4466,,0.9166,,0.098,0.062,0.84,1
2016-03-08,0.0007,0.0283,0.3868,0.0636,-0.5769,0.5688,0.058,0.0765,0.866,2
2016-03-09,-0.0355,0.0997,0.3004,0.1621,-0.5226,0.2379,0.07,0.1225,0.8075,2
2016-03-10,-0.11,,0.1667,,0.3182,,0.087,0.055,0.858,1
2016-03-11,-0.002,0.0789,0.4038,0.0707,-0.6542,0.2065,0.043,0.0835,0.8732,4
2016-03-12,0.0621,,0.3778,,-0.9123,,0.09,0.106,0.804,1
2016-03-13,0.1893,,0.4571,,-0.7519,,0.1,0.121,0.779,1
2016-03-14,-0.0067,0.0799,0.3705,0.0891,-0.875,0.089,0.0737,0.1207,0.8053,3
2016-03-15,-0.0582,0.0814,0.3829,0.1093,-0.1694,0.7053,0.0503,0.082,0.868,4
2016-03-16,0.0225,0.0324,0.3257,0.2388,-0.5949,0.445,0.0517,0.0677,0.881,3
2016-03-18,0.1083,0.0118,0.35,0.3536,-0.0869,0.6722,0.0705,0.096,0.8335,2
2016-03-19,-0.15,,0.1,,0.17,,0.09,0.066,0.844,1
2016-03-21,0.0,0.0,0.175,0.2475,-0.603,0.4342,0.018,0.0985,0.8835,2
2016-03-22,0.0744,0.1234,0.3907,0.1313,-0.8183,0.2526,0.039,0.1127,0.8477,3
2016-03-23,0.0465,0.1345,0.4907,0.1433,0.0579,0.8643,0.094,0.079,0.8275,4
2016-03-24,0.0198,0.1057,0.238,0.2264,-0.0203,0.4694,0.0403,0.0627,0.897,3
2016-03-25,0.0583,0.0891,0.4041,0.0629,-0.2567,1.0782,0.0673,0.0707,0.8617,3
2016-03-27,0.0371,,0.2781,,-0.8834,,0.0,0.086,0.914,1
2016-03-29,-0.1038,0.0831,0.304,0.0337,-0.767,0.2087,0.05,0.081,0.869,2
2016-03-31,-0.0065,0.2095,0.4112,0.0913,-0.4242,0.3835,0.0505,0.0865,0.863,2
2016-04-01,0.0433,0.0801,0.5488,0.1633,-0.006,1.1908,0.1115,0.103,0.7855,2
2016-04-04,-0.0857,,0.2617,,-0.9098,,0.04,0.06,0.9,1
2016-04-05,0.0437,0.0618,0.4182,0.0257,0.6992,0.1603,0.1105,0.021,0.8685,2
2016-04-06,-0.0444,0.0039,0.3181,0.163,-0.5695,0.5811,0.0575,0.125,0.8165,2
2016-04-07,0.0195,0.0641,0.3432,0.0292,-0.9642,0.0141,0.05,0.0845,0.865,2
2016-04-09,-0.15,,0.2786,,-0.2617,,0.074,0.095,0.831,1
2016-04-11,-0.0081,0.0387,0.3418,0.1,0.2096,1.0325,0.0943,0.0857,0.8197,3
2016-04-12,0.4033,0.4196,0.4167,0.2593,0.3452,0.1346,0.0875,0.024,0.888,2
2016-04-13,-0.0445,0.1735,0.397,0.0653,-0.5222,0.7743,0.06,0.112,0.8278,4
2016-04-14,0.0102,0.0145,0.5608,0.1969,-0.0283,1.1887,0.048,0.129,0.8235,2
2016-04-15,0.013,0.1168,0.297,0.0394,-0.9744,0.0107,0.016,0.1085,0.8755,2
2016-04-16,-0.0875,0.0328,0.2077,0.1456,-0.195,0.9814,0.054,0.096,0.85,3
2016-04-17,0.0074,,0.2894,,-0.9794,,0.044,0.105,0.852,1
2016-04-19,-0.1505,0.011,0.3552,0.2431,-0.5904,0.1365,0.032,0.0925,0.875,2
2016-04-20,-0.0854,0.0825,0.4362,0.0304,-0.7373,0.3411,0.033,0.0727,0.8943,3
2016-04-21,0.0852,0.1297,0.4033,0.1088,-0.4798,0.7726,0.0883,0.1053,0.806,3
2016-04-22,0.0002,,0.3887,,-0.5983,,0.05,0.055,0.895,1
2016-04-25,0.0692,0.185,0.2587,0.083,0.195,0.0948,0.0525,0.0275,0.92,2
2016-04-26,-0.0266,0.0405,0.3327,0.2302,-0.6924,0.1655,0.0433,0.0772,0.8792,4
2016-04-27,0.0531,0.189,0.531,0.1,-0.1166,0.9067,0.0483,0.0547,0.8967,3
2016-04-28,0.0384,0.1298,0.2936,0.1413,-0.432,0.5315,0.0597,0.074,0.866,3
2016-04-30,-0.0667,,0.2333,,-0.2946,,0.049,0.078,0.873,1
2016-05-02,0.0215,0.0227,0.396,0.122,-0.2176,0.4717,0.0713,0.099,0.83,3
2016-05-03,-0.0521,0.0474,0.3783,0.0972,0.1012,0.9325,0.0653,0.0693,0.8657,3
2016-05-04,0.0145,0.0919,0.47,0.0994,0.0162,0.8686,0.0772,0.0861,0.8368,8
2016-05-05,0.1673,0.1422,0.4953,0.107,-0.2124,0.9231,0.094,0.0775,0.8285,2
2016-05-06,-0.1731,,0.4903,,-0.9897,,0.03,0.099,0.871,1
2016-05-07,-0.077,,0.3136,,0.833,,0.076,0.045,0.879,1
2016-05-08,0.064,0.1325,0.425,0.0163,-0.7869,0.1603,0.047,0.0815,0.8715,2
2016-05-09,-0.0548,,0.4607,,0.2144,,0.022,0.0,0.978,1
2016-05-10,0.05,,0.275,,-0.3103,,0.047,0.066,0.887,1
2016-05-11,0.02,0.1202,0.3507,0.1027,-0.5098,0.3685,0.0177,0.0515,0.9305,4
2016-05-12,-0.0369,0.0522,0.197,0.2786,-0.6043,0.4273,0.0825,0.159,0.759,2
2016-05-13,-0.1334,0.1666,0.4141,0.1876,-0.1809,0.6794,0.0473,0.0473,0.9053,3
2016-05-14,-0.1831,0.0416,0.341,0.0756,-0.4886,0.2724,0.0275,0.0755,0.897,2
2016-05-16,0.1667,,0.1667,,-0.4767,,0.031,0.082,0.887,1
2016-05-17,0.0584,0.2434,0.4066,0.0593,-0.755,0.1717,0.0317,0.137,0.831,3
2016-05-18,0.0146,0.1274,0.4039,0.0078,-0.0796,0.9022,0.044,0.0485,0.907,2
2016-05-19,-0.0067,0.3002,0.3439,0.2004,0.1891,0.7546,0.0956,0.0568,0.8476,5
2016-05-20,-0.0906,,0.7469,,-0.3182,,0.119,0.133,0.749,1
2016-05-21,-0.075,,0.3931,,-0.8591,,0.023,0.124,0.853,1
2016-05-22,-0.0378,0.0452,0.4078,0.0439,0.1196,1.2179,0.0605,0.0425,0.897,2
2016-05-23,0.0906,0.0575,0.5458,0.2062,0.436,0.1058,0.095,0.053,0.852,2
2016-05-24,0.13,0.3218,0.4172,0.0742,-0.0491,0.1814,0.0463,0.0457,0.9083,3
2016-05-25,0.0959,0.057,0.3455,0.0611,-0.2804,0.965,0.047,0.0647,0.888,3
2016-05-26,0.0171,0.0386,0.3765,0.013,-0.7674,0.1967,0.0413,0.0677,0.891,3
2016-05-27,0.0308,,0.4432,,0.8578,,0.093,0.074,0.832,1
2016-05-28,0.0,,0.1,,-0.3182,,0.015,0.03,0.955,1
2016-05-29,0.1667,,0.3333,,-0.4215,,0.059,0.142,0.799,1
2016-05-30,0.1023,,0.4034,,0.3182,,0.151,0.069,0.78,1
2016-05-31,0.0302,0.0313,0.3149,0.296,0.0047,0.9074,0.0553,0.0507,0.894,3
2016-06-01,-0.006,0.1582,0.4776,0.0713,-0.7019,0.2916,0.0202,0.0652,0.9145,4
2016-06-02,0.1063,0.1739,0.3201,0.1753,-0.6794,0.2386,0.0345,0.0705,0.895,2
2016-06-03,-0.0245,0.0325,0.3349,0.2576,0.1204,0.5668,0.0625,0.0625,0.8748,4
2016-06-04,0.0487,,0.4213,,0.926,,0.104,0.064,0.831,1
2016-06-05,-0.1132,,0.5106,,-0.9931,,0.047,0.144,0.809,1
2016-06-06,-0.02,,0.28,,0.6229,,0.074,0.063,0.863,1
2016-06-07,-0.0297,0.0638,0.3906,0.0917,-0.8654,0.1488,0.0445,0.081,0.8742,4
2016-06-09,0.0067,,0.5476,,-0.8569,,0.019,0.135,0.846,1
2016-06-10,-0.0531,,0.4128,,0.4069,,0.04,0.0,0.96,1
2016-06-11,0.05,,0.2333,,-0.2878,,0.021,0.043,0.936,1
2016-06-12,0.1208,,0.3361,,-0.9786,,0.024,0.189,0.787,1
2016-06-13,0.171,,0.3915,,-0.4336,,0.037,0.059,0.904,1
2016-06-14,0.0734,0.1525,0.5061,0.0709,0.131,1.004,0.0375,0.056,0.9065,2
2016-06-15,0.1138,0.2381,0.3777,0.2042,-0.0279,0.9765,0.0485,0.096,0.8555,2
2016-06-16,-0.25,,0.5,,-0.128,,0.023,0.038,0.938,1
2016-06-17,0.0458,0.006,0.424,0.1075,0.1837,1.1259,0.053,0.0525,0.8945,2
2016-06-18,0.085,,0.4706,,0.9061,,0.162,0.039,0.799,1
2016-06-21,0.025,0.1037,0.3382,0.0647,0.1763,0.9394,0.054,0.0452,0.901,4
2016-06-22,-0.0569,0.164,0.3902,0.1327,-0.3082,0.7797,0.0364,0.068,0.8956,5
2016-06-23,-0.0783,,0.3979,,-0.9675,,0.037,0.091,0.872,1
2016-06-24,0.1386,,0.3556,,0.8033,,0.069,0.059,0.873,1
2016-06-25,-0.0391,0.0243,0.3712,0.0672,-0.6008,0.4311,0.077,0.1195,0.803,2
2016-06-26,0.0375,,0.3073,,-0.9209,,0.009,0.084,0.907,1
2016-06-27,-0.0759,0.0567,0.3273,0.1085,-0.6724,0.3266,0.041,0.0717,0.887,3
2016-06-28,0.1524,,0.3893,,0.9017,,0.143,0.101,0.756,1
2016-06-30,-0.0407,0.0166,0.2834,0.1163,0.0576,1.2557,0.0755,0.074,0.8505,2
2016-07-01,0.0426,0.0503,0.3029,0.0631,-0.5992,0.5613,0.049,0.101,0.8495,2
2016-07-02,0.017,,0.3114,,-0.8779,,0.0,0.065,0.935,1
2016-07-03,0.002,,0.4667,,-0.9802,,0.047,0.089,0.864,1
2016-07-05,0.133,0.2201,0.4347,0.0554,-0.3341,0.9881,0.0603,0.0887,0.8513,3
2016-07-06,0.0184,0.1252,0.4367,0.1105,-0.8464,0.1364,0.0337,0.1143,0.852,3
2016-07-07,-0.2,,0.6,,0.5696,,0.058,0.029,0.913,1
2016-07-08,0.1214,0.1395,0.4761,0.1187,0.0294,1.2975,0.1175,0.0545,0.828,2
2016-07-09,0.0364,0.0857,0.2916,0.0979,0.388,0.6316,0.0597,0.0387,0.902,3
2016-07-11,0.08,,0.56,,-0.8322,,0.07,0.129,0.801,1
2016-07-12,-0.1284,0.243,0.512,0.2184,-0.4116,0.4679,0.0277,0.0553,0.917,3
2016-07-13,0.3,,0.5778,,0.5859,,0.11,0.054,0.836,1
2016-07-14,0.0687,,0.5688,,0.9136,,0.115,0.0,0.885,1
2016-07-15,0.1088,0.15,0.4728,0.0136,-0.0759,0.8813,0.043,0.039,0.918,3
2016-07-16,0.0186,0.061,0.4014,0.0564,0.0481,0.9536,0.0587,0.0693,0.872,3
2016-07-17,-0.0284,0.1764,0.3707,0.0835,0.0297,1.28,0.0875,0.0785,0.834,2
2016-07-18,0.1307,0.1844,0.5539,0.175,0.1927,0.8845,0.0918,0.059,0.849,4
2016-07-19,-0.1284,0.1315,0.5664,0.0475,-0.4944,0.554,0.037,0.0765,0.8865,2
2016-07-20,-0.0177,0.0457,0.2181,0.057,0.0994,0.9494,0.0785,0.0305,0.891,2
2016-07-21,0.0923,0.1937,0.433,0.0156,-0.7326,0.314,0.0635,0.0785,0.8585,2
2016-07-22,0.0225,,0.2115,,0.9062,,0.141,0.0,0.859,1
2016-07-23,-0.0812,,0.5125,,0.0,,0.0,0.0,1.0,1
2016-07-25,0.2075,0.3476,0.5994,0.347,-0.1717,0.7009,0.038,0.0577,0.9043,3
2016-07-26,0.0892,0.0908,0.3658,0.0871,0.9663,0.0214,0.1103,0.0467,0.843,3
2016-07-27,0.0592,,0.6021,,-0.5267,,0.084,0.098,0.817,1
2016-07-29,0.0492,0.1053,0.3704,0.0969,-0.1062,0.648,0.0723,0.057,0.8712,4
2016-08-02,-0.0281,,0.3531,,-0.4144,,0.0,0.067,0.933,1
2016-08-03,-0.25,,1.0,,0.0,,0.0,0.0,1.0,1
2016-08-04,0.29,,0.4,,0.0299,,0.048,0.046,0.906,1
2016-08-06,-0.0304,,0.3974,,0.5796,,0.108,0.098,0.794,1
2016-08-07,-0.0875,,0.3875,,0.4767,,0.125,0.039,0.836,1
2016-08-08,-0.014,0.0343,0.3329,0.0266,-0.8232,0.2171,0.0375,0.066,0.8965,2
2016-08-10,-0.1235,0.1474,0.4346,0.1165,-0.8702,0.105,0.0413,0.1467,0.8117,3
2016-08-11,-0.0361,,0.4843,,0.9432,,0.205,0.017,0.778,1
2016-08-13,-0.2292,0.0059,0.3514,0.0098,-0.4153,0.201,0.092,0.126,0.782,2
2016-08-14,0.0153,,0.3076,,-0.6994,,0.035,0.051,0.915,1
2016-08-15,0.2859,,0.4117,,0.9128,,0.094,0.045,0.862,1
2016-08-16,0.0245,0.0597,0.389,0.1617,-0.4285,0.9171,0.0597,0.1013,0.8387,3
2016-08-18,0.1,,0.4,,0.7003,,0.238,0.061,0.701,1
2016-08-19,0.2771,,0.2583,,0.9653,,0.14,0.031,0.828,1
2016-08-20,0.035,,0.2583,,0.6155,,0.063,0.051,0.886,1
2016-08-22,0.085,0.1202,0.2377,0.3362,0.103,1.1853,0.0495,0.075,0.875,2
2016-08-23,-0.0213,0.107,0.3917,0.2203,-0.3426,0.6166,0.0688,0.0795,0.8518,8
2016-08-24,0.0324,0.0362,0.3938,0.0266,-0.1664,1.0023,0.073,0.0835,0.844,2
2016-08-25,0.036,,0.3474,,0.9719,,0.086,0.018,0.896,1
2016-08-26,0.15,0.0,0.3991,0.1578,-0.5932,0.4562,0.007,0.104,0.889,2
2016-08-27,0.2306,,0.3403,,0.7399,,0.052,0.012,0.936,1
2016-08-29,0.0438,0.0104,0.3432,0.0728,-0.9172,0.0625,0.0575,0.088,0.8545,2
2016-08-30,-0.0158,0.0138,0.2629,0.2611,-0.1771,0.9375,0.0193,0.0867,0.8937,3
2016-08-31,0.0265,0.0918,0.4271,0.2378,-0.7099,0.231,0.0422,0.0832,0.8744,5
2016-09-01,0.0127,0.0651,0.4273,0.0851,-0.4322,0.9062,0.051,0.059,0.89,4
2016-09-02,0.0083,,0.2833,,-0.4003,,0.0,0.038,0.962,1
2016-09-03,0.0737,0.0954,0.4495,0.0951,0.036,0.9664,0.0812,0.0928,0.8262,4
2016-09-04,-0.0278,,0.3501,,-0.9899,,0.028,0.143,0.829,1
2016-09-05,-0.275,,0.475,,-0.5647,,0.097,0.135,0.768,1
2016-09-06,-0.1929,0.2054,0.4895,0.0687,-0.9373,0.0542,0.055,0.1645,0.7805,2
2016-09-07,0.0473,0.1117,0.3916,0.0726,-0.1131,0.7407,0.0515,0.054,0.8947,6
2016-09-08,-0.036,0.1034,0.3787,0.221,-0.2496,0.6093,0.0371,0.0939,0.8692,13
2016-09-09,0.0465,0.1368,0.3533,0.127,-0.0115,0.6381,0.0696,0.0618,0.8683,20
2016-09-10,0.0455,0.102,0.3112,0.2497,0.0342,0.6146,0.0682,0.0592,0.8728,6
2016-09-12,0.0573,0.1549,0.3518,0.1062,-0.1135,0.7334,0.0658,0.0915,0.8428,12
2016-09-13,0.0093,0.1288,0.45,0.1437,-0.096,0.551,0.0495,0.0673,0.8831,20
2016-09-14,0.041,0.1644,0.4366,0.1073,-0.2641,0.642,0.0721,0.088,0.8399,15
2016-09-15,-0.0032,0.0852,0.3372,0.1737,-0.0314,0.6887,0.0722,0.0639,0.8639,12
2016-09-16,-0.0272,0.1022,0.4025,0.0835,-0.294,0.8481,0.06,0.099,0.841,9
2016-09-17,0.0448,0.0582,0.4065,0.0915,-0.0284,0.9107,0.0598,0.0894,0.851,5
2016-09-18,0.0576,0.1289,0.3263,0.1392,0.1611,0.8711,0.0547,0.0397,0.9053,3
2016-09-19,-0.023,0.1183,0.2694,0.2199,-0.4185,0.6674,0.1072,0.1002,0.7926,5
2016-09-20,-0.008,0.121,0.374,0.2449,-0.2031,0.7561,0.0508,0.1086,0.8406,9
2016-09-21,-0.0307,0.1904,0.3997,0.1487,-0.1806,0.5899,0.0667,0.0733,0.8598,10
2016-09-22,-0.0157,0.0694,0.3382,0.108,-0.4485,0.5616,0.0424,0.0738,0.8839,13
2016-09-23,0.0463,0.1104,0.381,0.0811,-0.4173,0.624,0.0664,0.0912,0.8423,10
2016-09-24,0.0105,0.1843,0.3452,0.2021,-0.0914,0.9397,0.116,0.0802,0.804,4
2016-09-25,0.0437,0.1253,0.302,0.192,-0.1837,0.7469,0.0766,0.0732,0.8502,5
2016-09-26,0.0474,0.051,0.1995,0.1901,0.1316,0.597,0.0645,0.0667,0.8688,6
2016-09-27,0.0241,0.0968,0.3998,0.1051,-0.0838,0.811,0.0735,0.0701,0.8565,11
2016-09-28,-0.0418,0.1389,0.3775,0.1865,-0.3145,0.6406,0.0564,0.0912,0.8524,16
2016-09-29,0.018,0.2137,0.424,0.258,-0.1195,0.7257,0.0571,0.08,0.8629,22
2016-09-30,0.022,0.0673,0.3738,0.166,0.1535,0.6811,0.0854,0.0699,0.8451,16
2016-10-01,0.0254,0.1023,0.3897,0.1173,0.0626,0.8673,0.0877,0.0707,0.8418,6
2016-10-02,-0.0729,,0.2604,,-0.772,,0.022,0.118,0.86,1
2016-10-03,-0.0048,0.0571,0.3887,0.1433,-0.2613,0.6652,0.0402,0.0722,0.8877,15
2016-10-04,0.0009,0.126,0.3685,0.1907,-0.0666,0.6517,0.0555,0.0671,0.8774,12
2016-10-05,0.0237,0.0638,0.3587,0.1374,-0.2722,0.6883,0.0615,0.0761,0.8627,17
2016-10-06,0.0051,0.1183,0.3769,0.1722,-0.2557,0.6612,0.0509,0.115,0.8341,8
2016-10-07,0.0036,0.0993,0.4959,0.1025,-0.1648,0.8496,0.0582,0.0618,0.8802,6
2016-10-08,-0.0851,0.0053,0.3451,0.0146,-0.3604,0.1897,0.061,0.0745,0.865,2
2016-10-09,0.0,,0.0,,-0.5948,,0.0,0.14,0.86,1
2016-10-10,0.0448,0.1002,0.3286,0.1565,-0.1032,0.8855,0.102,0.1083,0.7897,6
2016-10-11,0.0143,0.1262,0.2098,0.1133,-0.087,0.8497,0.044,0.0871,0.8687,7
2016-10-12,0.0474,0.1175,0.4772,0.0633,-0.1833,0.7974,0.0438,0.0582,0.898,4
2016-10-13,-0.0131,0.1015,0.3691,0.1645,-0.1993,0.8201,0.0654,0.097,0.8375,8
2016-10-14,-0.0027,0.1062,0.3933,0.1238,-0.2899,0.8258,0.0549,0.0961,0.8489,7
2016-10-15,0.0885,,0.2944,,-0.7311,,0.014,0.068,0.918,1
2016-10-16,-0.1,,0.3167,,-0.2896,,0.032,0.045,0.923,1
2016-10-17,-0.0242,0.0653,0.3689,0.0555,-0.2979,0.7303,0.06,0.071,0.8692,6
2016-10-18,-0.0326,0.1183,0.2968,0.1779,-0.0175,0.7519,0.0693,0.0557,0.8752,6
2016-10-19,0.0396,0.0893,0.3661,0.114,0.075,0.6559,0.0707,0.0752,0.8541,10
2016-10-20,0.0369,0.0863,0.4481,0.0897,-0.3977,0.7475,0.0574,0.0828,0.8596,5
2016-10-21,0.0098,0.1382,0.3619,0.1649,-0.2019,0.7198,0.0396,0.0901,0.8702,9
2016-10-22,0.0889,0.152,0.4721,0.011,-0.5396,0.5414,0.074,0.0935,0.833,2
2016-10-24,-0.0317,0.1229,0.3875,0.1909,-0.0917,0.6665,0.0597,0.0827,0.8571,7
2016-10-25,-0.0183,0.0789,0.3476,0.2289,-0.0134,0.604,0.0814,0.0781,0.8405,10
2016-10-26,0.0778,0.1762,0.4076,0.2312,-0.1506,0.7342,0.0589,0.0783,0.8628,10
2016-10-27,0.0958,0.0495,0.3455,0.0625,0.0353,0.7166,0.0652,0.0528,0.8822,4
2016-10-28,-0.0134,0.1362,0.455,0.1822,-0.3924,0.6886,0.058,0.123,0.8188,6
2016-10-29,-0.0125,0.1384,0.3191,0.1483,-0.4713,0.6844,0.0448,0.0885,0.8663,6
2016-10-30,-0.057,0.2268,0.5056,0.105,-0.8384,0.2157,0.0335,0.0965,0.87,2
2016-10-31,0.1119,0.0943,0.3054,0.1461,-0.1015,0.6282,0.0478,0.0398,0.9124,5
2016-11-01,0.0829,0.117,0.4997,0.1093,0.4456,0.3122,0.0622,0.0335,0.9045,4
2016-11-02,-0.0118,0.2083,0.4069,0.2528,-0.2197,0.6372,0.0504,0.0779,0.8716,8
2016-11-03,-0.0075,0.0909,0.3937,0.1249,-0.3181,0.7149,0.0471,0.0765,0.8764,10
2016-11-04,-0.0225,0.0976,0.3051,0.1049,0.1221,0.6166,0.0678,0.0584,0.8736,5
2016-11-05,-0.0068,0.1312,0.4242,0.1026,-0.8637,0.0139,0.0475,0.086,0.867,2
2016-11-07,0.0456,0.1693,0.2932,0.1343,-0.2424,0.5348,0.0375,0.0484,0.914,8
2016-11-08,-0.186,0.1052,0.2957,0.0532,-0.2384,0.9691,0.051,0.095,0.854,2
2016-11-09,0.0587,0.0999,0.3538,0.1818,-0.4784,0.4956,0.0499,0.088,0.8623,7
2016-11-10,-0.0138,0.1509,0.4983,0.0887,-0.1888,0.8998,0.0892,0.1097,0.8013,6
2016-11-11,0.0645,,0.237,,-0.4904,,0.012,0.023,0.965,1
2016-11-13,-0.0117,0.0872,0.4325,0.0247,-0.7672,0.2012,0.049,0.1225,0.829,2
2016-11-14,0.1433,0.1866,0.3116,0.2158,0.1521,0.8113,0.1308,0.0578,0.8114,5
2016-11-15,0.0908,0.1514,0.3943,0.0439,-0.3077,0.6759,0.0545,0.0758,0.8698,4
2016-11-16,-0.0908,0.0864,0.2135,0.2047,-0.3403,0.5347,0.041,0.054,0.905,6
2016-11-17,0.0021,0.1666,0.3686,0.0713,-0.0294,0.509,0.0596,0.064,0.8764,5
2016-11-19,-0.1075,0.1072,0.2708,0.0177,-0.6591,0.1872,0.017,0.082,0.901,2
2016-11-20,-0.1392,,0.3342,,-0.7906,,0.051,0.122,0.827,1
2016-11-21,0.0964,0.1999,0.4417,0.0804,-0.1927,0.9227,0.0533,0.066,0.8807,3
2016-11-22,0.0875,0.1237,0.1125,0.1591,-0.1003,0.1783,0.076,0.0385,0.8855,2
2016-11-23,0.0046,,0.396,,-0.9922,,0.04,0.106,0.854,1
2016-11-24,0.0841,0.1072,0.2084,0.1876,-0.2555,0.2779,0.034,0.052,0.9143,3
2016-11-27,0.1554,,0.6408,,0.9414,,0.129,0.066,0.805,1
2016-11-28,-0.0695,0.0231,0.3262,0.1456,0.5284,0.4822,0.114,0.0347,0.8513,3
2016-11-29,0.0783,0.1662,0.4652,0.1141,-0.0454,1.3291,0.0765,0.049,0.8745,2
2016-11-30,0.0393,0.085,0.2612,0.1803,0.4534,0.6806,0.0738,0.0295,0.8965,4
2016-12-01,-0.0916,0.1855,0.4359,0.1042,-0.4035,0.7088,0.0867,0.1237,0.7898,6
2016-12-02,0.0587,0.1854,0.3944,0.0599,-0.3494,0.718,0.0447,0.1165,0.8388,6
2016-12-04,0.242,,0.4399,,-0.1027,,0.035,0.06,0.905,1
2016-12-05,0.0529,0.1306,0.2903,0.19,-0.0069,0.5671,0.0972,0.0832,0.8192,5
2016-12-06,-0.0257,0.2672,0.4345,0.135,-0.1273,0.6096,0.06,0.04,0.9,5
2016-12-07,-0.0293,0.0714,0.5334,0.4043,-0.4708,0.4309,0.076,0.123,0.8017,3
2016-12-08,0.0106,0.1346,0.459,0.1333,-0.7297,0.2953,0.0416,0.101,0.8573,7
2016-12-09,-0.0404,0.1981,0.4317,0.1531,0.1424,0.9983,0.1133,0.069,0.8173,3
2016-12-10,-0.0247,0.1843,0.4096,0.1136,-0.7136,0.2106,0.028,0.0595,0.912,2
2016-12-11,-0.0144,0.058,0.5522,0.111,-0.4708,0.4757,0.0628,0.0925,0.845,4
2016-12-12,-0.0076,0.0838,0.3786,0.0836,-0.0953,0.9413,0.0618,0.085,0.853,4
2016-12-13,-0.0812,0.0265,0.4479,0.162,0.296,0.8371,0.0855,0.0525,0.862,2
2016-12-14,-0.0749,0.1888,0.4305,0.1458,0.3131,0.5886,0.0844,0.0428,0.8729,9
2016-12-15,0.06,0.1271,0.2515,0.1678,-0.6598,0.1323,0.0118,0.0945,0.8938,4
2016-12-16,-0.057,0.1533,0.519,0.0682,-0.4325,0.7245,0.0613,0.1125,0.826,6
2016-12-17,0.0939,0.1224,0.4084,0.034,-0.5642,0.2501,0.066,0.0925,0.8415,4
2016-12-18,0.3568,0.2026,0.4884,0.0164,0.27,0.8004,0.038,0.053,0.909,2
2016-12-19,0.0068,0.0752,0.3662,0.1691,0.2365,0.5929,0.067,0.0544,0.8786,7
2016-12-20,-0.0069,0.0748,0.3658,0.0963,-0.337,0.598,0.0497,0.0889,0.8617,7
2016-12-21,0.0166,0.0752,0.3414,0.1678,-0.553,0.4853,0.0528,0.103,0.8446,8
2016-12-22,0.0562,0.0944,0.3682,0.1074,0.0042,0.946,0.0882,0.0642,0.8472,4
2016-12-23,0.016,0.1124,0.3873,0.1892,-0.2763,0.5868,0.0399,0.055,0.9051,7
2016-12-24,0.0718,0.0885,0.28,0.2609,0.0065,0.8551,0.0713,0.0823,0.8463,3
2016-12-25,0.0,,0.5,,0.0,,0.0,0.0,1.0,1
2016-12-27,0.3117,,0.5267,,-0.6158,,0.0,0.076,0.924,1
2016-12-28,0.0455,0.048,0.3224,0.0718,0.6481,0.5614,0.089,0.066,0.8447,3
2016-12-29,0.0367,0.0563,0.4095,0.1171,-0.1106,0.8727,0.0682,0.0768,0.8552,6
2016-12-30,-0.1208,0.196,0.439,0.1363,-0.597,0.3425,0.0452,0.1272,0.8272,4
2017-01-01,-0.1486,0.0216,0.5198,0.0722,-0.5374,0.6148,0.0205,0.091,0.8885,2
2017-01-02,0.1094,0.084,0.435,0.0094,0.1776,0.7392,0.088,0.0285,0.8835,2
2017-01-03,0.0056,,0.2933,,-0.9859,,0.033,0.088,0.879,1
2017-01-04,0.0903,0.1451,0.2312,0.1771,-0.1742,0.8808,0.068,0.0453,0.8867,3
2017-01-05,0.0868,0.1793,0.3729,0.0961,0.2281,0.8173,0.0852,0.0637,0.8513,6
2017-01-06,-0.0214,0.0356,0.298,0.1469,-0.5456,0.5021,0.0257,0.0863,0.888,3
2017-01-07,-0.0117,0.0081,0.3538,0.0287,-0.2866,0.9763,0.0707,0.0747,0.8547,3
2017-01-08,-0.0278,0.0747,0.3075,0.0165,-0.1156,1.0464,0.0595,0.0575,0.883,2
2017-01-09,0.001,0.1429,0.3931,0.1041,-0.8665,0.0622,0.0675,0.12,0.8125,2
2017-01-10,-0.2417,0.0825,0.4583,0.3653,-0.0832,0.9331,0.0445,0.063,0.8925,2
2017-01-11,-0.0962,0.108,0.4364,0.3104,0.2997,0.7144,0.0473,0.0387,0.9137,3
2017-01-12,-0.1404,0.3794,0.5564,0.2912,-0.0472,0.7591,0.0694,0.082,0.8488,5
2017-01-13,0.0056,0.0746,0.4564,0.1767,-0.5094,0.3075,0.0348,0.0546,0.9106,5
2017-01-14,0.0658,,0.3487,,-0.3811,,0.012,0.028,0.96,1
2017-01-16,0.128,,0.54,,-0.7227,,0.059,0.108,0.833,1
2017-01-17,0.0557,0.0848,0.425,0.0996,0.1727,0.762,0.0836,0.0562,0.8604,5
2017-01-18,-0.0725,0.1095,0.2508,0.0365,-0.3441,0.361,0.0375,0.133,0.8295,2
2017-01-19,0.0,,0.5083,,0.1901,,0.048,0.03,0.922,1
2017-01-20,0.0293,0.0265,0.3845,0.0469,-0.9407,0.0238,0.045,0.079,0.876,2
2017-01-21,0.0265,0.0787,0.3262,0.0219,-0.0424,0.3115,0.026,0.0175,0.957,2
2017-01-22,-0.0126,0.0178,0.2559,0.0968,-0.2007,0.7024,0.03,0.0505,0.9195,2
2017-01-23,0.0074,0.1215,0.3759,0.0817,-0.0329,0.7475,0.0688,0.0717,0.8597,6
